element,source_recipe_dir,source_filename,kind,library_family,library_name,cfour_name,label_suffix,cfour_label,status,note,cfour_file
As,recipes/As/ccECP,As.aug-cc-pVQZ.gamess,basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,As:aug-cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVQZ -> aug-cc-pVQZ-ccECP,by_element/As/As.aug-cc-pVQZ.cfour
As,recipes/As/ccECP,As.aug-cc-pVTZ.gamess,basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,As:aug-cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVTZ -> aug-cc-pVTZ-ccECP,by_element/As/As.aug-cc-pVTZ.cfour
As,recipes/As/ccECP,As.cc-pV5Z.gamess,basis,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,As:cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV5Z -> cc-pV5Z-ccECP,by_element/As/As.cc-pV5Z.cfour
As,recipes/As/ccECP,As.cc-pV6Z.gamess,basis,ccECP,cc-pV6Z,cc-pV6Z-ccECP,-ccECP,As:cc-pV6Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV6Z -> cc-pV6Z-ccECP,by_element/As/As.cc-pV6Z.cfour
As,recipes/As/ccECP,As.cc-pVDZ.gamess,basis,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,As:cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVDZ -> cc-pVDZ-ccECP,by_element/As/As.cc-pVDZ.cfour
As,recipes/As/ccECP,As.cc-pVQZ.gamess,basis,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,As:cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVQZ -> cc-pVQZ-ccECP,by_element/As/As.cc-pVQZ.cfour
As,recipes/As/ccECP,As.cc-pVTZ.gamess,basis,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,As:cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVTZ -> cc-pVTZ-ccECP,by_element/As/As.cc-pVTZ.cfour
Au,recipes/Au/ccECP,Au.aug-cc-pCV5Z.gamess,basis,ccECP,aug-cc-pCV5Z,aug-cc-pCV5Z-ccECP,-ccECP,Au:aug-cc-pCV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pCV5Z -> aug-cc-pCV5Z-ccECP,by_element/Au/Au.aug-cc-pCV5Z.cfour
Au,recipes/Au/ccECP,Au.aug-cc-pCVDZ.gamess,basis,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ-ccECP,-ccECP,Au:aug-cc-pCVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pCVDZ -> aug-cc-pCVDZ-ccECP,by_element/Au/Au.aug-cc-pCVDZ.cfour
Au,recipes/Au/ccECP,Au.aug-cc-pCVQZ.gamess,basis,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ-ccECP,-ccECP,Au:aug-cc-pCVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pCVQZ -> aug-cc-pCVQZ-ccECP,by_element/Au/Au.aug-cc-pCVQZ.cfour
Au,recipes/Au/ccECP,Au.aug-cc-pCVTZ.gamess,basis,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ-ccECP,-ccECP,Au:aug-cc-pCVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pCVTZ -> aug-cc-pCVTZ-ccECP,by_element/Au/Au.aug-cc-pCVTZ.cfour
Au,recipes/Au/ccECP,Au.aug-cc-pV5Z.gamess,basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Au:aug-cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV5Z -> aug-cc-pV5Z-ccECP,by_element/Au/Au.aug-cc-pV5Z.cfour
Au,recipes/Au/ccECP,Au.aug-cc-pVDZ.gamess,basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Au:aug-cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVDZ -> aug-cc-pVDZ-ccECP,by_element/Au/Au.aug-cc-pVDZ.cfour
Au,recipes/Au/ccECP,Au.aug-cc-pVQZ.gamess,basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,Au:aug-cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVQZ -> aug-cc-pVQZ-ccECP,by_element/Au/Au.aug-cc-pVQZ.cfour
Au,recipes/Au/ccECP,Au.aug-cc-pVTZ.gamess,basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,Au:aug-cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVTZ -> aug-cc-pVTZ-ccECP,by_element/Au/Au.aug-cc-pVTZ.cfour
Au,recipes/Au/ccECP,Au.cc-pCV5Z.gamess,basis,ccECP,cc-pCV5Z,cc-pCV5Z-ccECP,-ccECP,Au:cc-pCV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pCV5Z -> cc-pCV5Z-ccECP,by_element/Au/Au.cc-pCV5Z.cfour
Au,recipes/Au/ccECP,Au.cc-pCVDZ.gamess,basis,ccECP,cc-pCVDZ,cc-pCVDZ-ccECP,-ccECP,Au:cc-pCVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pCVDZ -> cc-pCVDZ-ccECP,by_element/Au/Au.cc-pCVDZ.cfour
Au,recipes/Au/ccECP,Au.cc-pCVQZ.gamess,basis,ccECP,cc-pCVQZ,cc-pCVQZ-ccECP,-ccECP,Au:cc-pCVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pCVQZ -> cc-pCVQZ-ccECP,by_element/Au/Au.cc-pCVQZ.cfour
Au,recipes/Au/ccECP,Au.cc-pCVTZ.gamess,basis,ccECP,cc-pCVTZ,cc-pCVTZ-ccECP,-ccECP,Au:cc-pCVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pCVTZ -> cc-pCVTZ-ccECP,by_element/Au/Au.cc-pCVTZ.cfour
Au,recipes/Au/ccECP,Au.cc-pV5Z.gamess,basis,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,Au:cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV5Z -> cc-pV5Z-ccECP,by_element/Au/Au.cc-pV5Z.cfour
Au,recipes/Au/ccECP,Au.cc-pVDZ.gamess,basis,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,Au:cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVDZ -> cc-pVDZ-ccECP,by_element/Au/Au.cc-pVDZ.cfour
Au,recipes/Au/ccECP,Au.cc-pVQZ.gamess,basis,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,Au:cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVQZ -> cc-pVQZ-ccECP,by_element/Au/Au.cc-pVQZ.cfour
Au,recipes/Au/ccECP,Au.cc-pVTZ.gamess,basis,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,Au:cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVTZ -> cc-pVTZ-ccECP,by_element/Au/Au.cc-pVTZ.cfour
B,recipes/B/ccECP,B.aug-cc-pV5Z.gamess,basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,B:aug-cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV5Z -> aug-cc-pV5Z-ccECP,by_element/B/B.aug-cc-pV5Z.cfour
B,recipes/B/ccECP,B.aug-cc-pV6Z.gamess,basis,ccECP,aug-cc-pV6Z,aug-cc-pV6Z-ccECP,-ccECP,B:aug-cc-pV6Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV6Z -> aug-cc-pV6Z-ccECP,by_element/B/B.aug-cc-pV6Z.cfour
B,recipes/B/ccECP,B.aug-cc-pVDZ.gamess,basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,B:aug-cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVDZ -> aug-cc-pVDZ-ccECP,by_element/B/B.aug-cc-pVDZ.cfour
B,recipes/B/ccECP,B.aug-cc-pVQZ.gamess,basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,B:aug-cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVQZ -> aug-cc-pVQZ-ccECP,by_element/B/B.aug-cc-pVQZ.cfour
B,recipes/B/ccECP,B.aug-cc-pVTZ.gamess,basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,B:aug-cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVTZ -> aug-cc-pVTZ-ccECP,by_element/B/B.aug-cc-pVTZ.cfour
B,recipes/B/ccECP,B.cc-pV5Z.gamess,basis,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,B:cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV5Z -> cc-pV5Z-ccECP,by_element/B/B.cc-pV5Z.cfour
B,recipes/B/ccECP,B.cc-pV6Z.gamess,basis,ccECP,cc-pV6Z,cc-pV6Z-ccECP,-ccECP,B:cc-pV6Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV6Z -> cc-pV6Z-ccECP,by_element/B/B.cc-pV6Z.cfour
B,recipes/B/ccECP,B.cc-pVDZ.gamess,basis,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,B:cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVDZ -> cc-pVDZ-ccECP,by_element/B/B.cc-pVDZ.cfour
B,recipes/B/ccECP,B.cc-pVQZ.gamess,basis,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,B:cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVQZ -> cc-pVQZ-ccECP,by_element/B/B.cc-pVQZ.cfour
B,recipes/B/ccECP,B.cc-pVTZ.gamess,basis,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,B:cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVTZ -> cc-pVTZ-ccECP,by_element/B/B.cc-pVTZ.cfour
Ba,recipes/Ba/ccECP,Ba.aug-cc-pCV5Z.gamess,basis,ccECP,aug-cc-pCV5Z,aug-cc-pCV5Z-ccECP,-ccECP,Ba:aug-cc-pCV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pCV5Z -> aug-cc-pCV5Z-ccECP,by_element/Ba/Ba.aug-cc-pCV5Z.cfour
Ba,recipes/Ba/ccECP,Ba.aug-cc-pCVDZ.gamess,basis,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ-ccECP,-ccECP,Ba:aug-cc-pCVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pCVDZ -> aug-cc-pCVDZ-ccECP,by_element/Ba/Ba.aug-cc-pCVDZ.cfour
Ba,recipes/Ba/ccECP,Ba.aug-cc-pCVQZ.gamess,basis,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ-ccECP,-ccECP,Ba:aug-cc-pCVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pCVQZ -> aug-cc-pCVQZ-ccECP,by_element/Ba/Ba.aug-cc-pCVQZ.cfour
Ba,recipes/Ba/ccECP,Ba.aug-cc-pCVTZ.gamess,basis,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ-ccECP,-ccECP,Ba:aug-cc-pCVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pCVTZ -> aug-cc-pCVTZ-ccECP,by_element/Ba/Ba.aug-cc-pCVTZ.cfour
Ba,recipes/Ba/ccECP,Ba.aug-cc-pV5Z.gamess,basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Ba:aug-cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV5Z -> aug-cc-pV5Z-ccECP,by_element/Ba/Ba.aug-cc-pV5Z.cfour
Ba,recipes/Ba/ccECP,Ba.aug-cc-pVDZ.gamess,basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Ba:aug-cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVDZ -> aug-cc-pVDZ-ccECP,by_element/Ba/Ba.aug-cc-pVDZ.cfour
Ba,recipes/Ba/ccECP,Ba.aug-cc-pVQZ.gamess,basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,Ba:aug-cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVQZ -> aug-cc-pVQZ-ccECP,by_element/Ba/Ba.aug-cc-pVQZ.cfour
Ba,recipes/Ba/ccECP,Ba.aug-cc-pVTZ.gamess,basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,Ba:aug-cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVTZ -> aug-cc-pVTZ-ccECP,by_element/Ba/Ba.aug-cc-pVTZ.cfour
Ba,recipes/Ba/ccECP,Ba.cc-pCV5Z.gamess,basis,ccECP,cc-pCV5Z,cc-pCV5Z-ccECP,-ccECP,Ba:cc-pCV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pCV5Z -> cc-pCV5Z-ccECP,by_element/Ba/Ba.cc-pCV5Z.cfour
Ba,recipes/Ba/ccECP,Ba.cc-pCVDZ.gamess,basis,ccECP,cc-pCVDZ,cc-pCVDZ-ccECP,-ccECP,Ba:cc-pCVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pCVDZ -> cc-pCVDZ-ccECP,by_element/Ba/Ba.cc-pCVDZ.cfour
Ba,recipes/Ba/ccECP,Ba.cc-pCVQZ.gamess,basis,ccECP,cc-pCVQZ,cc-pCVQZ-ccECP,-ccECP,Ba:cc-pCVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pCVQZ -> cc-pCVQZ-ccECP,by_element/Ba/Ba.cc-pCVQZ.cfour
Ba,recipes/Ba/ccECP,Ba.cc-pCVTZ.gamess,basis,ccECP,cc-pCVTZ,cc-pCVTZ-ccECP,-ccECP,Ba:cc-pCVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pCVTZ -> cc-pCVTZ-ccECP,by_element/Ba/Ba.cc-pCVTZ.cfour
Ba,recipes/Ba/ccECP,Ba.cc-pV5Z.gamess,basis,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,Ba:cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV5Z -> cc-pV5Z-ccECP,by_element/Ba/Ba.cc-pV5Z.cfour
Ba,recipes/Ba/ccECP,Ba.cc-pVDZ.gamess,basis,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,Ba:cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVDZ -> cc-pVDZ-ccECP,by_element/Ba/Ba.cc-pVDZ.cfour
Ba,recipes/Ba/ccECP,Ba.cc-pVQZ.gamess,basis,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,Ba:cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVQZ -> cc-pVQZ-ccECP,by_element/Ba/Ba.cc-pVQZ.cfour
Ba,recipes/Ba/ccECP,Ba.cc-pVTZ.gamess,basis,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,Ba:cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVTZ -> cc-pVTZ-ccECP,by_element/Ba/Ba.cc-pVTZ.cfour
Be,recipes/Be/ccECP,Be.aug-cc-pV5Z.gamess,basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Be:aug-cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV5Z -> aug-cc-pV5Z-ccECP,by_element/Be/Be.aug-cc-pV5Z.cfour
Be,recipes/Be/ccECP,Be.aug-cc-pV6Z.gamess,basis,ccECP,aug-cc-pV6Z,aug-cc-pV6Z-ccECP,-ccECP,Be:aug-cc-pV6Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV6Z -> aug-cc-pV6Z-ccECP,by_element/Be/Be.aug-cc-pV6Z.cfour
Be,recipes/Be/ccECP,Be.aug-cc-pVDZ.gamess,basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Be:aug-cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVDZ -> aug-cc-pVDZ-ccECP,by_element/Be/Be.aug-cc-pVDZ.cfour
Be,recipes/Be/ccECP,Be.aug-cc-pVQZ.gamess,basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,Be:aug-cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVQZ -> aug-cc-pVQZ-ccECP,by_element/Be/Be.aug-cc-pVQZ.cfour
Be,recipes/Be/ccECP,Be.aug-cc-pVTZ.gamess,basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,Be:aug-cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVTZ -> aug-cc-pVTZ-ccECP,by_element/Be/Be.aug-cc-pVTZ.cfour
Be,recipes/Be/ccECP,Be.cc-pV5Z.gamess,basis,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,Be:cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV5Z -> cc-pV5Z-ccECP,by_element/Be/Be.cc-pV5Z.cfour
Be,recipes/Be/ccECP,Be.cc-pV6Z.gamess,basis,ccECP,cc-pV6Z,cc-pV6Z-ccECP,-ccECP,Be:cc-pV6Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV6Z -> cc-pV6Z-ccECP,by_element/Be/Be.cc-pV6Z.cfour
Be,recipes/Be/ccECP,Be.cc-pVDZ.gamess,basis,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,Be:cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVDZ -> cc-pVDZ-ccECP,by_element/Be/Be.cc-pVDZ.cfour
Be,recipes/Be/ccECP,Be.cc-pVQZ.gamess,basis,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,Be:cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVQZ -> cc-pVQZ-ccECP,by_element/Be/Be.cc-pVQZ.cfour
Be,recipes/Be/ccECP,Be.cc-pVTZ.gamess,basis,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,Be:cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVTZ -> cc-pVTZ-ccECP,by_element/Be/Be.cc-pVTZ.cfour
Bi,recipes/Bi/ccECP,Bi.aug-cc-pV5Z.gamess,basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Bi:aug-cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV5Z -> aug-cc-pV5Z-ccECP,by_element/Bi/Bi.aug-cc-pV5Z.cfour
Bi,recipes/Bi/ccECP,Bi.aug-cc-pV6Z.gamess,basis,ccECP,aug-cc-pV6Z,aug-cc-pV6Z-ccECP,-ccECP,Bi:aug-cc-pV6Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV6Z -> aug-cc-pV6Z-ccECP,by_element/Bi/Bi.aug-cc-pV6Z.cfour
Bi,recipes/Bi/ccECP,Bi.aug-cc-pVDZ.gamess,basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Bi:aug-cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVDZ -> aug-cc-pVDZ-ccECP,by_element/Bi/Bi.aug-cc-pVDZ.cfour
Bi,recipes/Bi/ccECP,Bi.aug-cc-pVQZ.gamess,basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,Bi:aug-cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVQZ -> aug-cc-pVQZ-ccECP,by_element/Bi/Bi.aug-cc-pVQZ.cfour
Bi,recipes/Bi/ccECP,Bi.aug-cc-pVTZ.gamess,basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,Bi:aug-cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVTZ -> aug-cc-pVTZ-ccECP,by_element/Bi/Bi.aug-cc-pVTZ.cfour
Bi,recipes/Bi/ccECP,Bi.cc-pV5Z.gamess,basis,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,Bi:cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV5Z -> cc-pV5Z-ccECP,by_element/Bi/Bi.cc-pV5Z.cfour
Bi,recipes/Bi/ccECP,Bi.cc-pV6Z.gamess,basis,ccECP,cc-pV6Z,cc-pV6Z-ccECP,-ccECP,Bi:cc-pV6Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV6Z -> cc-pV6Z-ccECP,by_element/Bi/Bi.cc-pV6Z.cfour
Bi,recipes/Bi/ccECP,Bi.cc-pVDZ.gamess,basis,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,Bi:cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVDZ -> cc-pVDZ-ccECP,by_element/Bi/Bi.cc-pVDZ.cfour
Bi,recipes/Bi/ccECP,Bi.cc-pVQZ.gamess,basis,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,Bi:cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVQZ -> cc-pVQZ-ccECP,by_element/Bi/Bi.cc-pVQZ.cfour
Bi,recipes/Bi/ccECP,Bi.cc-pVTZ.gamess,basis,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,Bi:cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVTZ -> cc-pVTZ-ccECP,by_element/Bi/Bi.cc-pVTZ.cfour
Br,recipes/Br/ccECP,Br.aug-cc-pV5Z.gamess,basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Br:aug-cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV5Z -> aug-cc-pV5Z-ccECP,by_element/Br/Br.aug-cc-pV5Z.cfour
Br,recipes/Br/ccECP,Br.aug-cc-pV6Z.gamess,basis,ccECP,aug-cc-pV6Z,aug-cc-pV6Z-ccECP,-ccECP,Br:aug-cc-pV6Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV6Z -> aug-cc-pV6Z-ccECP,by_element/Br/Br.aug-cc-pV6Z.cfour
Br,recipes/Br/ccECP,Br.aug-cc-pVDZ.gamess,basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Br:aug-cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVDZ -> aug-cc-pVDZ-ccECP,by_element/Br/Br.aug-cc-pVDZ.cfour
Br,recipes/Br/ccECP,Br.aug-cc-pVQZ.gamess,basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,Br:aug-cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVQZ -> aug-cc-pVQZ-ccECP,by_element/Br/Br.aug-cc-pVQZ.cfour
Br,recipes/Br/ccECP,Br.aug-cc-pVTZ.gamess,basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,Br:aug-cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVTZ -> aug-cc-pVTZ-ccECP,by_element/Br/Br.aug-cc-pVTZ.cfour
Br,recipes/Br/ccECP,Br.cc-pV5Z.gamess,basis,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,Br:cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV5Z -> cc-pV5Z-ccECP,by_element/Br/Br.cc-pV5Z.cfour
Br,recipes/Br/ccECP,Br.cc-pV6Z.gamess,basis,ccECP,cc-pV6Z,cc-pV6Z-ccECP,-ccECP,Br:cc-pV6Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV6Z -> cc-pV6Z-ccECP,by_element/Br/Br.cc-pV6Z.cfour
Br,recipes/Br/ccECP,Br.cc-pVDZ.gamess,basis,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,Br:cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVDZ -> cc-pVDZ-ccECP,by_element/Br/Br.cc-pVDZ.cfour
