element,atomic_number,source_recipe_dir,source_filename,source_format,all_source_formats,precision_digits_per_format,library_family,source_name,cfour_name,label_suffix,cfour_label,n_contracted,n_primitives,max_L,contracted_composition,primitive_composition,name_transformation,validation,cfour_file
Sb,51,recipes/Sb/ccECP,Sb.aug-cc-pV6Z.gamess,gamess,dirac;gamess;molpro;nwchem,gamess:423;nwchem:423,ccECP,aug-cc-pV6Z,aug-cc-pV6Z-ccECP,-ccECP,Sb:aug-cc-pV6Z-ccECP,34,52,i,"7s,7p,6d,5f,4g,3h,2i","16s,16p,6d,5f,4g,3h,2i",source library name plus declared suffix '-ccECP',PASS,by_element/Sb/Sb.aug-cc-pV6Z.cfour
Sb,51,recipes/Sb/ccECP,Sb.aug-cc-pVDZ.gamess,gamess,dirac;gamess;molpro;nwchem,gamess:241;nwchem:241,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Sb:aug-cc-pVDZ-ccECP,8,26,d,"3s,3p,2d","12s,12p,2d",source library name plus declared suffix '-ccECP',PASS,by_element/Sb/Sb.aug-cc-pVDZ.cfour
Sb,51,recipes/Sb/ccECP,Sb.aug-cc-pVQZ.gamess,gamess,dirac;gamess;molpro;nwchem,gamess:313;nwchem:313,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,Sb:aug-cc-pVQZ-ccECP,19,37,g,"5s,5p,4d,3f,2g","14s,14p,4d,3f,2g",source library name plus declared suffix '-ccECP',PASS,by_element/Sb/Sb.aug-cc-pVQZ.cfour
Sb,51,recipes/Sb/ccECP,Sb.aug-cc-pVTZ.gamess,gamess,dirac;gamess;molpro;nwchem,gamess:279;nwchem:279,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,Sb:aug-cc-pVTZ-ccECP,13,31,f,"4s,4p,3d,2f","13s,13p,3d,2f",source library name plus declared suffix '-ccECP',PASS,by_element/Sb/Sb.aug-cc-pVTZ.cfour
Sb,51,recipes/Sb/ccECP,Sb.cc-pV5Z.gamess,gamess,dirac;gamess;molpro;nwchem,gamess:326;nwchem:326,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,Sb:cc-pV5Z-ccECP,20,38,h,"5s,5p,4d,3f,2g,1h","14s,14p,4d,3f,2g,1h",source library name plus declared suffix '-ccECP',PASS,by_element/Sb/Sb.cc-pV5Z.cfour
Sb,51,recipes/Sb/ccECP,Sb.cc-pV6Z.gamess,gamess,dirac;gamess;molpro;nwchem,gamess:380;nwchem:380,ccECP,cc-pV6Z,cc-pV6Z-ccECP,-ccECP,Sb:cc-pV6Z-ccECP,27,45,i,"6s,6p,5d,4f,3g,2h,1i","15s,15p,5d,4f,3g,2h,1i",source library name plus declared suffix '-ccECP',PASS,by_element/Sb/Sb.cc-pV6Z.cfour
Sb,51,recipes/Sb/ccECP,Sb.cc-pVDZ.gamess,gamess,dirac;gamess;molpro;nwchem,gamess:224;nwchem:224,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,Sb:cc-pVDZ-ccECP,5,23,d,"2s,2p,1d","11s,11p,1d",source library name plus declared suffix '-ccECP',PASS,by_element/Sb/Sb.cc-pVDZ.cfour
Sb,51,recipes/Sb/ccECP,Sb.cc-pVQZ.gamess,gamess,dirac;gamess;molpro;nwchem,gamess:286;nwchem:286,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,Sb:cc-pVQZ-ccECP,14,32,g,"4s,4p,3d,2f,1g","13s,13p,3d,2f,1g",source library name plus declared suffix '-ccECP',PASS,by_element/Sb/Sb.cc-pVQZ.cfour
Sb,51,recipes/Sb/ccECP,Sb.cc-pVTZ.gamess,gamess,dirac;gamess;molpro;nwchem,gamess:253;nwchem:253,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,Sb:cc-pVTZ-ccECP,9,27,f,"3s,3p,2d,1f","12s,12p,2d,1f",source library name plus declared suffix '-ccECP',PASS,by_element/Sb/Sb.cc-pVTZ.cfour
Sc,21,recipes/Sc/ccECP,Sc.aug-cc-pCV5Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:2709;gaussian:2709;nwchem:2709,ccECP,aug-cc-pCV5Z,aug-cc-pCV5Z-ccECP,-ccECP,Sc:aug-cc-pCV5Z-ccECP,47,241,i,"10s,10p,9d,6f,5g,4h,3i","16s,16p,14d,6f,5g,4h,3i",source library name plus declared suffix '-ccECP',PASS,by_element/Sc/Sc.aug-cc-pCV5Z.cfour
Sc,21,recipes/Sc/ccECP,Sc.aug-cc-pCVDZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:1244;gaussian:1244;nwchem:1244,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ-ccECP,-ccECP,Sc:aug-cc-pCVDZ-ccECP,23,115,f,"7s,7p,6d,3f","16s,16p,14d,3f",source library name plus declared suffix '-ccECP',PASS,by_element/Sc/Sc.aug-cc-pCVDZ.cfour
Sc,21,recipes/Sc/ccECP,Sc.aug-cc-pCVQZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:2198;gaussian:2198;nwchem:2198,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ-ccECP,-ccECP,Sc:aug-cc-pCVQZ-ccECP,38,198,h,"9s,9p,8d,5f,4g,3h","16s,16p,14d,5f,4g,3h",source library name plus declared suffix '-ccECP',PASS,by_element/Sc/Sc.aug-cc-pCVQZ.cfour
Sc,21,recipes/Sc/ccECP,Sc.aug-cc-pCVTZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:1711;gaussian:1711;nwchem:1711,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ-ccECP,-ccECP,Sc:aug-cc-pCVTZ-ccECP,30,156,g,"8s,8p,7d,4f,3g","16s,16p,14d,4f,3g",source library name plus declared suffix '-ccECP',PASS,by_element/Sc/Sc.aug-cc-pCVTZ.cfour
Sc,21,recipes/Sc/ccECP,Sc.aug-cc-pV5Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:2629;gaussian:2629;nwchem:2629,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Sc:aug-cc-pV5Z-ccECP,37,231,i,"8s,8p,7d,5f,4g,3h,2i","14s,14p,12d,5f,4g,3h,2i",source library name plus declared suffix '-ccECP',PASS,by_element/Sc/Sc.aug-cc-pV5Z.cfour
Sc,21,recipes/Sc/ccECP,Sc.aug-cc-pVDZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:1190;gaussian:1190;nwchem:1190,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Sc:aug-cc-pVDZ-ccECP,16,108,f,"5s,5p,4d,2f","14s,14p,12d,2f",source library name plus declared suffix '-ccECP',PASS,by_element/Sc/Sc.aug-cc-pVDZ.cfour
Sc,21,recipes/Sc/ccECP,Sc.aug-cc-pVQZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:2129;gaussian:2129;nwchem:2129,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,Sc:aug-cc-pVQZ-ccECP,29,189,h,"7s,7p,6d,4f,3g,2h","14s,14p,12d,4f,3g,2h",source library name plus declared suffix '-ccECP',PASS,by_element/Sc/Sc.aug-cc-pVQZ.cfour
Sc,21,recipes/Sc/ccECP,Sc.aug-cc-pVTZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:1652;gaussian:1652;nwchem:1652,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,Sc:aug-cc-pVTZ-ccECP,22,148,g,"6s,6p,5d,3f,2g","14s,14p,12d,3f,2g",source library name plus declared suffix '-ccECP',PASS,by_element/Sc/Sc.aug-cc-pVTZ.cfour
Sc,21,recipes/Sc/ccECP,Sc.cc-pCV5Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:2675;gaussian:2675;nwchem:2675,ccECP,cc-pCV5Z,cc-pCV5Z-ccECP,-ccECP,Sc:cc-pCV5Z-ccECP,40,234,i,"9s,9p,8d,5f,4g,3h,2i","15s,15p,13d,5f,4g,3h,2i",source library name plus declared suffix '-ccECP',PASS,by_element/Sc/Sc.cc-pCV5Z.cfour
Sc,21,recipes/Sc/ccECP,Sc.cc-pCVDZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:1230;gaussian:1230;nwchem:1230,ccECP,cc-pCVDZ,cc-pCVDZ-ccECP,-ccECP,Sc:cc-pCVDZ-ccECP,19,111,f,"6s,6p,5d,2f","15s,15p,13d,2f",source library name plus declared suffix '-ccECP',PASS,by_element/Sc/Sc.cc-pCVDZ.cfour
Sc,21,recipes/Sc/ccECP,Sc.cc-pCVQZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:2173;gaussian:2173;nwchem:2173,ccECP,cc-pCVQZ,cc-pCVQZ-ccECP,-ccECP,Sc:cc-pCVQZ-ccECP,32,192,h,"8s,8p,7d,4f,3g,2h","15s,15p,13d,4f,3g,2h",source library name plus declared suffix '-ccECP',PASS,by_element/Sc/Sc.cc-pCVQZ.cfour
Sc,21,recipes/Sc/ccECP,Sc.cc-pCVTZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:1691;gaussian:1691;nwchem:1691,ccECP,cc-pCVTZ,cc-pCVTZ-ccECP,-ccECP,Sc:cc-pCVTZ-ccECP,25,151,g,"7s,7p,6d,3f,2g","15s,15p,13d,3f,2g",source library name plus declared suffix '-ccECP',PASS,by_element/Sc/Sc.cc-pCVTZ.cfour
Sc,21,recipes/Sc/ccECP,Sc.cc-pV5Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:2595;gaussian:2595;nwchem:2595,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,Sc:cc-pV5Z-ccECP,30,224,i,"7s,7p,6d,4f,3g,2h,1i","13s,13p,11d,4f,3g,2h,1i",source library name plus declared suffix '-ccECP',PASS,by_element/Sc/Sc.cc-pV5Z.cfour
Sc,21,recipes/Sc/ccECP,Sc.cc-pVDZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:1176;gaussian:1176;nwchem:1176,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,Sc:cc-pVDZ-ccECP,12,104,f,"4s,4p,3d,1f","13s,13p,11d,1f",source library name plus declared suffix '-ccECP',PASS,by_element/Sc/Sc.cc-pVDZ.cfour
Sc,21,recipes/Sc/ccECP,Sc.cc-pVQZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:2104;gaussian:2104;nwchem:2104,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,Sc:cc-pVQZ-ccECP,23,183,h,"6s,6p,5d,3f,2g,1h","13s,13p,11d,3f,2g,1h",source library name plus declared suffix '-ccECP',PASS,by_element/Sc/Sc.cc-pVQZ.cfour
Sc,21,recipes/Sc/ccECP,Sc.cc-pVTZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:1632;gaussian:1632;nwchem:1632,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,Sc:cc-pVTZ-ccECP,17,143,g,"5s,5p,4d,2f,1g","13s,13p,11d,2f,1g",source library name plus declared suffix '-ccECP',PASS,by_element/Sc/Sc.cc-pVTZ.cfour
Se,34,recipes/Se/ccECP,Se.aug-cc-pV5Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:373;gaussian:373;nwchem:373,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Se:aug-cc-pV5Z-ccECP,26,42,h,"6s,6p,5d,4f,3g,2h","14s,14p,5d,4f,3g,2h",source library name plus declared suffix '-ccECP',PASS,by_element/Se/Se.aug-cc-pV5Z.cfour
Se,34,recipes/Se/ccECP,Se.aug-cc-pV6Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:428;gaussian:428;nwchem:428,ccECP,aug-cc-pV6Z,aug-cc-pV6Z-ccECP,-ccECP,Se:aug-cc-pV6Z-ccECP,34,50,i,"7s,7p,6d,5f,4g,3h,2i","15s,15p,6d,5f,4g,3h,2i",source library name plus declared suffix '-ccECP',PASS,by_element/Se/Se.aug-cc-pV6Z.cfour
Se,34,recipes/Se/ccECP,Se.aug-cc-pVDZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:249;gaussian:249;nwchem:249,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Se:aug-cc-pVDZ-ccECP,8,24,d,"3s,3p,2d","11s,11p,2d",source library name plus declared suffix '-ccECP',PASS,by_element/Se/Se.aug-cc-pVDZ.cfour
Se,34,recipes/Se/ccECP,Se.aug-cc-pVQZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:322;gaussian:322;nwchem:322,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,Se:aug-cc-pVQZ-ccECP,19,35,g,"5s,5p,4d,3f,2g","13s,13p,4d,3f,2g",source library name plus declared suffix '-ccECP',PASS,by_element/Se/Se.aug-cc-pVQZ.cfour
Se,34,recipes/Se/ccECP,Se.aug-cc-pVTZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:283;gaussian:283;nwchem:283,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,Se:aug-cc-pVTZ-ccECP,13,29,f,"4s,4p,3d,2f","12s,12p,3d,2f",source library name plus declared suffix '-ccECP',PASS,by_element/Se/Se.aug-cc-pVTZ.cfour
Se,34,recipes/Se/ccECP,Se.cc-pV5Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:335;gaussian:335;nwchem:335,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,Se:cc-pV5Z-ccECP,20,36,h,"5s,5p,4d,3f,2g,1h","13s,13p,4d,3f,2g,1h",source library name plus declared suffix '-ccECP',PASS,by_element/Se/Se.cc-pV5Z.cfour
Se,34,recipes/Se/ccECP,Se.cc-pV6Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:385;gaussian:385;nwchem:385,ccECP,cc-pV6Z,cc-pV6Z-ccECP,-ccECP,Se:cc-pV6Z-ccECP,27,43,i,"6s,6p,5d,4f,3g,2h,1i","14s,14p,5d,4f,3g,2h,1i",source library name plus declared suffix '-ccECP',PASS,by_element/Se/Se.cc-pV6Z.cfour
Se,34,recipes/Se/ccECP,Se.cc-pVDZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:230;gaussian:230;nwchem:230,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,Se:cc-pVDZ-ccECP,5,21,d,"2s,2p,1d","10s,10p,1d",source library name plus declared suffix '-ccECP',PASS,by_element/Se/Se.cc-pVDZ.cfour
Se,34,recipes/Se/ccECP,Se.cc-pVQZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:290;gaussian:290;nwchem:290,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,Se:cc-pVQZ-ccECP,14,30,g,"4s,4p,3d,2f,1g","12s,12p,3d,2f,1g",source library name plus declared suffix '-ccECP',PASS,by_element/Se/Se.cc-pVQZ.cfour
Se,34,recipes/Se/ccECP,Se.cc-pVTZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:258;gaussian:258;nwchem:258,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,Se:cc-pVTZ-ccECP,9,25,f,"3s,3p,2d,1f","11s,11p,2d,1f",source library name plus declared suffix '-ccECP',PASS,by_element/Se/Se.cc-pVTZ.cfour
Si,14,recipes/Si/ccECP,Si.aug-cc-pV5Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:386;gaussian:386;nwchem:386,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Si:aug-cc-pV5Z-ccECP,26,44,h,"6s,6p,5d,4f,3g,2h","15s,15p,5d,4f,3g,2h",source library name plus declared suffix '-ccECP',PASS,by_element/Si/Si.aug-cc-pV5Z.cfour
Si,14,recipes/Si/ccECP,Si.aug-cc-pV6Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:443;gaussian:443;nwchem:443,ccECP,aug-cc-pV6Z,aug-cc-pV6Z-ccECP,-ccECP,Si:aug-cc-pV6Z-ccECP,34,52,i,"7s,7p,6d,5f,4g,3h,2i","16s,16p,6d,5f,4g,3h,2i",source library name plus declared suffix '-ccECP',PASS,by_element/Si/Si.aug-cc-pV6Z.cfour
Si,14,recipes/Si/ccECP,Si.aug-cc-pVDZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:264;gaussian:264;nwchem:264,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Si:aug-cc-pVDZ-ccECP,8,26,d,"3s,3p,2d","12s,12p,2d",source library name plus declared suffix '-ccECP',PASS,by_element/Si/Si.aug-cc-pVDZ.cfour
Si,14,recipes/Si/ccECP,Si.aug-cc-pVQZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:337;gaussian:337;nwchem:337,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,Si:aug-cc-pVQZ-ccECP,19,37,g,"5s,5p,4d,3f,2g","14s,14p,4d,3f,2g",source library name plus declared suffix '-ccECP',PASS,by_element/Si/Si.aug-cc-pVQZ.cfour
Si,14,recipes/Si/ccECP,Si.aug-cc-pVTZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:295;gaussian:295;nwchem:295,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,Si:aug-cc-pVTZ-ccECP,13,31,f,"4s,4p,3d,2f","13s,13p,3d,2f",source library name plus declared suffix '-ccECP',PASS,by_element/Si/Si.aug-cc-pVTZ.cfour
Si,14,recipes/Si/ccECP,Si.cc-pV5Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:348;gaussian:348;nwchem:348,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,Si:cc-pV5Z-ccECP,20,38,h,"5s,5p,4d,3f,2g,1h","14s,14p,4d,3f,2g,1h",source library name plus declared suffix '-ccECP',PASS,by_element/Si/Si.cc-pV5Z.cfour
Si,14,recipes/Si/ccECP,Si.cc-pV6Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:398;gaussian:398;nwchem:398,ccECP,cc-pV6Z,cc-pV6Z-ccECP,-ccECP,Si:cc-pV6Z-ccECP,27,45,i,"6s,6p,5d,4f,3g,2h,1i","15s,15p,5d,4f,3g,2h,1i",source library name plus declared suffix '-ccECP',PASS,by_element/Si/Si.cc-pV6Z.cfour
Si,14,recipes/Si/ccECP,Si.cc-pVDZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:245;gaussian:245;nwchem:245,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,Si:cc-pVDZ-ccECP,5,23,d,"2s,2p,1d","11s,11p,1d",source library name plus declared suffix '-ccECP',PASS,by_element/Si/Si.cc-pVDZ.cfour
Si,14,recipes/Si/ccECP,Si.cc-pVQZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:307;gaussian:307;nwchem:307,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,Si:cc-pVQZ-ccECP,14,32,g,"4s,4p,3d,2f,1g","13s,13p,3d,2f,1g",source library name plus declared suffix '-ccECP',PASS,by_element/Si/Si.cc-pVQZ.cfour
Si,14,recipes/Si/ccECP,Si.cc-pVTZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:270;gaussian:270;nwchem:270,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,Si:cc-pVTZ-ccECP,9,27,f,"3s,3p,2d,1f","12s,12p,2d,1f",source library name plus declared suffix '-ccECP',PASS,by_element/Si/Si.cc-pVTZ.cfour
Sn,50,recipes/Sn/ccECP,Sn.aug-cc-pV5Z.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:363;gaussian:363;nwchem:363,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Sn:aug-cc-pV5Z-ccECP,26,42,h,"6s,6p,5d,4f,3g,2h","14s,14p,5d,4f,3g,2h",source library name plus declared suffix '-ccECP',PASS,by_element/Sn/Sn.aug-cc-pV5Z.cfour
Sn,50,recipes/Sn/ccECP,Sn.aug-cc-pV6Z.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:424;gaussian:424;nwchem:424,ccECP,aug-cc-pV6Z,aug-cc-pV6Z-ccECP,-ccECP,Sn:aug-cc-pV6Z-ccECP,34,50,i,"7s,7p,6d,5f,4g,3h,2i","15s,15p,6d,5f,4g,3h,2i",source library name plus declared suffix '-ccECP',PASS,by_element/Sn/Sn.aug-cc-pV6Z.cfour
Sn,50,recipes/Sn/ccECP,Sn.aug-cc-pVDZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:238;gaussian:238;nwchem:238,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Sn:aug-cc-pVDZ-ccECP,8,24,d,"3s,3p,2d","11s,11p,2d",source library name plus declared suffix '-ccECP',PASS,by_element/Sn/Sn.aug-cc-pVDZ.cfour
Sn,50,recipes/Sn/ccECP,Sn.aug-cc-pVQZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:313;gaussian:313;nwchem:313,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,Sn:aug-cc-pVQZ-ccECP,19,35,g,"5s,5p,4d,3f,2g","13s,13p,4d,3f,2g",source library name plus declared suffix '-ccECP',PASS,by_element/Sn/Sn.aug-cc-pVQZ.cfour
Sn,50,recipes/Sn/ccECP,Sn.aug-cc-pVTZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:272;gaussian:272;nwchem:272,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,Sn:aug-cc-pVTZ-ccECP,13,29,f,"4s,4p,3d,2f","12s,12p,3d,2f",source library name plus declared suffix '-ccECP',PASS,by_element/Sn/Sn.aug-cc-pVTZ.cfour
Sn,50,recipes/Sn/ccECP,Sn.cc-pV5Z.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:326;gaussian:326;nwchem:326,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,Sn:cc-pV5Z-ccECP,20,36,h,"5s,5p,4d,3f,2g,1h","13s,13p,4d,3f,2g,1h",source library name plus declared suffix '-ccECP',PASS,by_element/Sn/Sn.cc-pV5Z.cfour
Sn,50,recipes/Sn/ccECP,Sn.cc-pV6Z.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:381;gaussian:381;nwchem:381,ccECP,cc-pV6Z,cc-pV6Z-ccECP,-ccECP,Sn:cc-pV6Z-ccECP,27,43,i,"6s,6p,5d,4f,3g,2h,1i","14s,14p,5d,4f,3g,2h,1i",source library name plus declared suffix '-ccECP',PASS,by_element/Sn/Sn.cc-pV6Z.cfour
Sn,50,recipes/Sn/ccECP,Sn.cc-pVDZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:220;gaussian:220;nwchem:220,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,Sn:cc-pVDZ-ccECP,5,21,d,"2s,2p,1d","10s,10p,1d",source library name plus declared suffix '-ccECP',PASS,by_element/Sn/Sn.cc-pVDZ.cfour
Sn,50,recipes/Sn/ccECP,Sn.cc-pVQZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:283;gaussian:283;nwchem:283,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,Sn:cc-pVQZ-ccECP,14,30,g,"4s,4p,3d,2f,1g","12s,12p,3d,2f,1g",source library name plus declared suffix '-ccECP',PASS,by_element/Sn/Sn.cc-pVQZ.cfour
Sn,50,recipes/Sn/ccECP,Sn.cc-pVTZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:248;gaussian:248;nwchem:248,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,Sn:cc-pVTZ-ccECP,9,25,f,"3s,3p,2d,1f","11s,11p,2d,1f",source library name plus declared suffix '-ccECP',PASS,by_element/Sn/Sn.cc-pVTZ.cfour
Ta,73,recipes/Ta/ccECP,Ta.aug-cc-pCV5Z.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2798;gaussian:2798;nwchem:2798,ccECP,aug-cc-pCV5Z,aug-cc-pCV5Z-ccECP,-ccECP,Ta:aug-cc-pCV5Z-ccECP,47,251,i,"10s,10p,9d,6f,5g,4h,3i","16s,16p,16d,6f,5g,4h,3i",source library name plus declared suffix '-ccECP',PASS,by_element/Ta/Ta.aug-cc-pCV5Z.cfour
Ta,73,recipes/Ta/ccECP,Ta.aug-cc-pCVDZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:1268;gaussian:1268;nwchem:1268,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ-ccECP,-ccECP,Ta:aug-cc-pCVDZ-ccECP,20,116,f,"6s,6p,5d,3f","15s,15p,15d,3f",source library name plus declared suffix '-ccECP',PASS,by_element/Ta/Ta.aug-cc-pCVDZ.cfour
Ta,73,recipes/Ta/ccECP,Ta.aug-cc-pCVQZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2278;gaussian:2278;nwchem:2278,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ-ccECP,-ccECP,Ta:aug-cc-pCVQZ-ccECP,38,206,h,"9s,9p,8d,5f,4g,3h","16s,16p,16d,5f,4g,3h",source library name plus declared suffix '-ccECP',PASS,by_element/Ta/Ta.aug-cc-pCVQZ.cfour
Ta,73,recipes/Ta/ccECP,Ta.aug-cc-pCVTZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:1769;gaussian:1769;nwchem:1769,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ-ccECP,-ccECP,Ta:aug-cc-pCVTZ-ccECP,30,162,g,"8s,8p,7d,4f,3g","16s,16p,16d,4f,3g",source library name plus declared suffix '-ccECP',PASS,by_element/Ta/Ta.aug-cc-pCVTZ.cfour
Ta,73,recipes/Ta/ccECP,Ta.aug-cc-pV5Z.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2744;gaussian:2744;nwchem:2744,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Ta:aug-cc-pV5Z-ccECP,37,241,i,"8s,8p,7d,5f,4g,3h,2i","14s,14p,14d,5f,4g,3h,2i",source library name plus declared suffix '-ccECP',PASS,by_element/Ta/Ta.aug-cc-pV5Z.cfour
Ta,73,recipes/Ta/ccECP,Ta.aug-cc-pVDZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:1244;gaussian:1244;nwchem:1244,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Ta:aug-cc-pVDZ-ccECP,16,112,f,"5s,5p,4d,2f","14s,14p,14d,2f",source library name plus declared suffix '-ccECP',PASS,by_element/Ta/Ta.aug-cc-pVDZ.cfour
Ta,73,recipes/Ta/ccECP,Ta.aug-cc-pVQZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2227;gaussian:2227;nwchem:2227,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,Ta:aug-cc-pVQZ-ccECP,29,197,h,"7s,7p,6d,4f,3g,2h","14s,14p,14d,4f,3g,2h",source library name plus declared suffix '-ccECP',PASS,by_element/Ta/Ta.aug-cc-pVQZ.cfour
