element,atomic_number,source_recipe_dir,source_filename,source_format,source_origin,library_family,orbital_basis,source_name,cfour_name,ri_infix,label_suffix,cfour_label,n_functions,n_primitives,max_L,composition,uncontracted,name_transformation,cfour_file
B,5,recipes/B/ccECP,B.aug-cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVDZ,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-RI,-ccECP,B:aug-cc-pVDZ-RI-ccECP,31,31,f,s11 p9 d8 f3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/B/B.aug-cc-pVDZ-RI.cfour
B,5,recipes/B/ccECP,B.aug-cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVQZ,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-RI,-ccECP,B:aug-cc-pVQZ-RI-ccECP,48,48,h,s12 p11 d10 f6 g5 h4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/B/B.aug-cc-pVQZ-RI.cfour
B,5,recipes/B/ccECP,B.aug-cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVTZ,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-RI,-ccECP,B:aug-cc-pVTZ-RI-ccECP,40,40,g,s12 p10 d9 f5 g4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/B/B.aug-cc-pVTZ-RI.cfour
B,5,recipes/B/ccECP,B.cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,extra,ccECP,cc-pV5Z,cc-pV5Z,cc-pV5Z-RI-ccECP,-RI,-ccECP,B:cc-pV5Z-RI-ccECP,48,48,i,s12 p11 d10 f5 g4 h3 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/B/B.cc-pV5Z-RI.cfour
B,5,recipes/B/ccECP,B.cc-pV6Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV6Z,cc-pV6Z,cc-pV6Z-RI-ccECP,-RI,-ccECP,B:cc-pV6Z-RI-ccECP,58,58,k,s12 p11 d11 f6 g6 h5 i4 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/B/B.cc-pV6Z-RI.cfour
B,5,recipes/B/ccECP,B.cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,extra,ccECP,cc-pVDZ,cc-pVDZ,cc-pVDZ-RI-ccECP,-RI,-ccECP,B:cc-pVDZ-RI-ccECP,30,30,f,s11 p9 d8 f2,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/B/B.cc-pVDZ-RI.cfour
B,5,recipes/B/ccECP,B.cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,extra,ccECP,cc-pVQZ,cc-pVQZ,cc-pVQZ-RI-ccECP,-RI,-ccECP,B:cc-pVQZ-RI-ccECP,45,45,h,s12 p11 d10 f5 g4 h3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/B/B.cc-pVQZ-RI.cfour
B,5,recipes/B/ccECP,B.cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,extra,ccECP,cc-pVTZ,cc-pVTZ,cc-pVTZ-RI-ccECP,-RI,-ccECP,B:cc-pVTZ-RI-ccECP,38,38,g,s12 p10 d9 f4 g3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/B/B.cc-pVTZ-RI.cfour
Ba,56,recipes/Ba/ccECP,Ba.aug-cc-pCV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pCV5Z,aug-cc-pCV5Z,aug-cc-pCV5Z-RI-ccECP,-RI,-ccECP,Ba:aug-cc-pCV5Z-RI-ccECP,93,93,k,s19 p18 d16 f10 g9 h8 i7 k6,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ba/Ba.aug-cc-pCV5Z-RI.cfour
Ba,56,recipes/Ba/ccECP,Ba.aug-cc-pCVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ,aug-cc-pCVDZ-RI-ccECP,-RI,-ccECP,Ba:aug-cc-pCVDZ-RI-ccECP,50,50,g,s15 p13 d11 f6 g5,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ba/Ba.aug-cc-pCVDZ-RI.cfour
Ba,56,recipes/Ba/ccECP,Ba.aug-cc-pCVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ,aug-cc-pCVQZ-RI-ccECP,-RI,-ccECP,Ba:aug-cc-pCVQZ-RI-ccECP,73,73,i,s18 p15 d13 f8 g7 h7 i5,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ba/Ba.aug-cc-pCVQZ-RI.cfour
Ba,56,recipes/Ba/ccECP,Ba.aug-cc-pCVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ,aug-cc-pCVTZ-RI-ccECP,-RI,-ccECP,Ba:aug-cc-pCVTZ-RI-ccECP,65,65,h,s17 p15 d13 f8 g7 h5,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ba/Ba.aug-cc-pCVTZ-RI.cfour
Ba,56,recipes/Ba/ccECP,Ba.aug-cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV5Z,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-RI,-ccECP,Ba:aug-cc-pV5Z-RI-ccECP,71,71,k,s16 p14 d13 f7 g7 h5 i5 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ba/Ba.aug-cc-pV5Z-RI.cfour
Ba,56,recipes/Ba/ccECP,Ba.aug-cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVDZ,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-RI,-ccECP,Ba:aug-cc-pVDZ-RI-ccECP,40,40,g,s13 p11 d9 f4 g3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ba/Ba.aug-cc-pVDZ-RI.cfour
Ba,56,recipes/Ba/ccECP,Ba.aug-cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVQZ,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-RI,-ccECP,Ba:aug-cc-pVQZ-RI-ccECP,57,57,i,s15 p12 d10 f6 g5 h5 i4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ba/Ba.aug-cc-pVQZ-RI.cfour
Ba,56,recipes/Ba/ccECP,Ba.aug-cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVTZ,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-RI,-ccECP,Ba:aug-cc-pVTZ-RI-ccECP,47,47,h,s13 p11 d9 f5 g5 h4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ba/Ba.aug-cc-pVTZ-RI.cfour
Ba,56,recipes/Ba/ccECP,Ba.cc-pCV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pCV5Z,cc-pCV5Z,cc-pCV5Z-RI-ccECP,-RI,-ccECP,Ba:cc-pCV5Z-RI-ccECP,83,83,k,s17 p16 d15 f9 g8 h7 i6 k5,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ba/Ba.cc-pCV5Z-RI.cfour
Ba,56,recipes/Ba/ccECP,Ba.cc-pCVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pCVDZ,cc-pCVDZ,cc-pCVDZ-RI-ccECP,-RI,-ccECP,Ba:cc-pCVDZ-RI-ccECP,48,48,g,s15 p13 d11 f5 g4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ba/Ba.cc-pCVDZ-RI.cfour
Ba,56,recipes/Ba/ccECP,Ba.cc-pCVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pCVQZ,cc-pCVQZ,cc-pCVQZ-RI-ccECP,-RI,-ccECP,Ba:cc-pCVQZ-RI-ccECP,66,66,i,s16 p14 d13 f7 g6 h6 i4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ba/Ba.cc-pCVQZ-RI.cfour
Ba,56,recipes/Ba/ccECP,Ba.cc-pCVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pCVTZ,cc-pCVTZ,cc-pCVTZ-RI-ccECP,-RI,-ccECP,Ba:cc-pCVTZ-RI-ccECP,60,60,h,s16 p14 d13 f7 g6 h4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ba/Ba.cc-pCVTZ-RI.cfour
Ba,56,recipes/Ba/ccECP,Ba.cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV5Z,cc-pV5Z,cc-pV5Z-RI-ccECP,-RI,-ccECP,Ba:cc-pV5Z-RI-ccECP,59,59,k,s14 p12 d11 f6 g5 h4 i4 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ba/Ba.cc-pV5Z-RI.cfour
Ba,56,recipes/Ba/ccECP,Ba.cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVDZ,cc-pVDZ,cc-pVDZ-RI-ccECP,-RI,-ccECP,Ba:cc-pVDZ-RI-ccECP,35,35,g,s12 p10 d9 f3 g1,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ba/Ba.cc-pVDZ-RI.cfour
Ba,56,recipes/Ba/ccECP,Ba.cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVQZ,cc-pVQZ,cc-pVQZ-RI-ccECP,-RI,-ccECP,Ba:cc-pVQZ-RI-ccECP,50,50,i,s13 p11 d10 f5 g4 h4 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ba/Ba.cc-pVQZ-RI.cfour
Ba,56,recipes/Ba/ccECP,Ba.cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVTZ,cc-pVTZ,cc-pVTZ-RI-ccECP,-RI,-ccECP,Ba:cc-pVTZ-RI-ccECP,41,41,h,s12 p10 d9 f4 g4 h2,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ba/Ba.cc-pVTZ-RI.cfour
Be,4,recipes/Be/ccECP,Be.aug-cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV5Z,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-RI,-ccECP,Be:aug-cc-pV5Z-RI-ccECP,53,53,i,s16 p9 d7 f6 g6 h5 i4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Be/Be.aug-cc-pV5Z-RI.cfour
Be,4,recipes/Be/ccECP,Be.aug-cc-pV6Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV6Z,aug-cc-pV6Z,aug-cc-pV6Z-RI-ccECP,-RI,-ccECP,Be:aug-cc-pV6Z-RI-ccECP,57,57,k,s14 p9 d7 f7 g6 h6 i4 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Be/Be.aug-cc-pV6Z-RI.cfour
Be,4,recipes/Be/ccECP,Be.aug-cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVDZ,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-RI,-ccECP,Be:aug-cc-pVDZ-RI-ccECP,22,22,f,s10 p5 d4 f3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Be/Be.aug-cc-pVDZ-RI.cfour
Be,4,recipes/Be/ccECP,Be.aug-cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVQZ,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-RI,-ccECP,Be:aug-cc-pVQZ-RI-ccECP,44,44,h,s13 p8 d7 f6 g5 h5,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Be/Be.aug-cc-pVQZ-RI.cfour
Be,4,recipes/Be/ccECP,Be.aug-cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVTZ,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-RI,-ccECP,Be:aug-cc-pVTZ-RI-ccECP,36,36,g,s13 p7 d6 f5 g5,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Be/Be.aug-cc-pVTZ-RI.cfour
Be,4,recipes/Be/ccECP,Be.cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV5Z,cc-pV5Z,cc-pV5Z-RI-ccECP,-RI,-ccECP,Be:cc-pV5Z-RI-ccECP,48,48,i,s14 p9 d7 f6 g5 h4 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Be/Be.cc-pV5Z-RI.cfour
Be,4,recipes/Be/ccECP,Be.cc-pV6Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV6Z,cc-pV6Z,cc-pV6Z-RI-ccECP,-RI,-ccECP,Be:cc-pV6Z-RI-ccECP,50,50,k,s12 p8 d7 f6 g5 h5 i4 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Be/Be.cc-pV6Z-RI.cfour
Be,4,recipes/Be/ccECP,Be.cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVDZ,cc-pVDZ,cc-pVDZ-RI-ccECP,-RI,-ccECP,Be:cc-pVDZ-RI-ccECP,21,21,f,s10 p5 d4 f2,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Be/Be.cc-pVDZ-RI.cfour
Be,4,recipes/Be/ccECP,Be.cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVQZ,cc-pVQZ,cc-pVQZ-RI-ccECP,-RI,-ccECP,Be:cc-pVQZ-RI-ccECP,41,41,h,s12 p8 d7 f5 g5 h4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Be/Be.cc-pVQZ-RI.cfour
Be,4,recipes/Be/ccECP,Be.cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVTZ,cc-pVTZ,cc-pVTZ-RI-ccECP,-RI,-ccECP,Be:cc-pVTZ-RI-ccECP,32,32,g,s12 p7 d6 f4 g3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Be/Be.cc-pVTZ-RI.cfour
Bi,83,recipes/Bi/ccECP,Bi.aug-cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV5Z,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-RI,-ccECP,Bi:aug-cc-pV5Z-RI-ccECP,57,57,k,s13 p11 d10 f6 g5 h5 i4 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Bi/Bi.aug-cc-pV5Z-RI.cfour
Bi,83,recipes/Bi/ccECP,Bi.aug-cc-pV6Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV6Z,aug-cc-pV6Z,aug-cc-pV6Z-RI-ccECP,-RI,-ccECP,Bi:aug-cc-pV6Z-RI-ccECP,68,68,k,s15 p13 d12 f7 g6 h6 i5 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Bi/Bi.aug-cc-pV6Z-RI.cfour
Bi,83,recipes/Bi/ccECP,Bi.aug-cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVDZ,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-RI,-ccECP,Bi:aug-cc-pVDZ-RI-ccECP,33,33,g,s11 p9 d7 f3 g3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Bi/Bi.aug-cc-pVDZ-RI.cfour
Bi,83,recipes/Bi/ccECP,Bi.aug-cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVQZ,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-RI,-ccECP,Bi:aug-cc-pVQZ-RI-ccECP,49,49,i,s12 p10 d10 f5 g5 h4 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Bi/Bi.aug-cc-pVQZ-RI.cfour
Bi,83,recipes/Bi/ccECP,Bi.aug-cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVTZ,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-RI,-ccECP,Bi:aug-cc-pVTZ-RI-ccECP,39,39,h,s11 p9 d8 f4 g4 h3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Bi/Bi.aug-cc-pVTZ-RI.cfour
Bi,83,recipes/Bi/ccECP,Bi.cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV5Z,cc-pV5Z,cc-pV5Z-RI-ccECP,-RI,-ccECP,Bi:cc-pV5Z-RI-ccECP,49,49,k,s12 p10 d9 f5 g4 h4 i3 k2,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Bi/Bi.cc-pV5Z-RI.cfour
Bi,83,recipes/Bi/ccECP,Bi.cc-pV6Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV6Z,cc-pV6Z,cc-pV6Z-RI-ccECP,-RI,-ccECP,Bi:cc-pV6Z-RI-ccECP,57,57,k,s13 p11 d10 f6 g5 h5 i4 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Bi/Bi.cc-pV6Z-RI.cfour
Bi,83,recipes/Bi/ccECP,Bi.cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVDZ,cc-pVDZ,cc-pVDZ-RI-ccECP,-RI,-ccECP,Bi:cc-pVDZ-RI-ccECP,25,25,g,s9 p7 d6 f2 g1,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Bi/Bi.cc-pVDZ-RI.cfour
Bi,83,recipes/Bi/ccECP,Bi.cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVQZ,cc-pVQZ,cc-pVQZ-RI-ccECP,-RI,-ccECP,Bi:cc-pVQZ-RI-ccECP,41,41,i,s11 p9 d8 f4 g4 h3 i2,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Bi/Bi.cc-pVQZ-RI.cfour
Bi,83,recipes/Bi/ccECP,Bi.cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVTZ,cc-pVTZ,cc-pVTZ-RI-ccECP,-RI,-ccECP,Bi:cc-pVTZ-RI-ccECP,32,32,h,s10 p8 d7 f3 g2 h2,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Bi/Bi.cc-pVTZ-RI.cfour
Br,35,recipes/Br/ccECP,Br.aug-cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV5Z,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-RI,-ccECP,Br:aug-cc-pV5Z-RI-ccECP,62,62,k,s14 p12 d11 f6 g6 h5 i4 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Br/Br.aug-cc-pV5Z-RI.cfour
Br,35,recipes/Br/ccECP,Br.aug-cc-pV6Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV6Z,aug-cc-pV6Z,aug-cc-pV6Z-RI-ccECP,-RI,-ccECP,Br:aug-cc-pV6Z-RI-ccECP,62,62,k,s14 p12 d11 f6 g6 h5 i4 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Br/Br.aug-cc-pV6Z-RI.cfour
Br,35,recipes/Br/ccECP,Br.aug-cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVDZ,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-RI,-ccECP,Br:aug-cc-pVDZ-RI-ccECP,33,33,g,s11 p9 d7 f3 g3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Br/Br.aug-cc-pVDZ-RI.cfour
Br,35,recipes/Br/ccECP,Br.aug-cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVQZ,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-RI,-ccECP,Br:aug-cc-pVQZ-RI-ccECP,53,53,i,s13 p11 d10 f6 g5 h4 i4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Br/Br.aug-cc-pVQZ-RI.cfour
Br,35,recipes/Br/ccECP,Br.aug-cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVTZ,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-RI,-ccECP,Br:aug-cc-pVTZ-RI-ccECP,42,42,h,s12 p10 d9 f4 g4 h3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Br/Br.aug-cc-pVTZ-RI.cfour
Br,35,recipes/Br/ccECP,Br.cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV5Z,cc-pV5Z,cc-pV5Z-RI-ccECP,-RI,-ccECP,Br:cc-pV5Z-RI-ccECP,54,54,k,s13 p11 d10 f5 g5 h4 i3 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Br/Br.cc-pV5Z-RI.cfour
Br,35,recipes/Br/ccECP,Br.cc-pV6Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV6Z,cc-pV6Z,cc-pV6Z-RI-ccECP,-RI,-ccECP,Br:cc-pV6Z-RI-ccECP,54,54,k,s13 p11 d10 f5 g5 h4 i3 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Br/Br.cc-pV6Z-RI.cfour
Br,35,recipes/Br/ccECP,Br.cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVDZ,cc-pVDZ,cc-pVDZ-RI-ccECP,-RI,-ccECP,Br:cc-pVDZ-RI-ccECP,28,28,g,s10 p8 d7 f2 g1,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Br/Br.cc-pVDZ-RI.cfour
Br,35,recipes/Br/ccECP,Br.cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVQZ,cc-pVQZ,cc-pVQZ-RI-ccECP,-RI,-ccECP,Br:cc-pVQZ-RI-ccECP,48,48,i,s12 p11 d10 f5 g4 h3 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Br/Br.cc-pVQZ-RI.cfour
Br,35,recipes/Br/ccECP,Br.cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVTZ,cc-pVTZ,cc-pVTZ-RI-ccECP,-RI,-ccECP,Br:cc-pVTZ-RI-ccECP,36,36,h,s11 p9 d8 f3 g3 h2,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Br/Br.cc-pVTZ-RI.cfour
C,6,recipes/C/ccECP,C.aug-cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV5Z,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-RI,-ccECP,C:aug-cc-pV5Z-RI-ccECP,55,55,i,s12 p12 d11 f6 g5 h5 i4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/C/C.aug-cc-pV5Z-RI.cfour
C,6,recipes/C/ccECP,C.aug-cc-pV6Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV6Z,aug-cc-pV6Z,aug-cc-pV6Z-RI-ccECP,-RI,-ccECP,C:aug-cc-pV6Z-RI-ccECP,64,64,k,s12 p12 d11 f7 g7 h6 i5 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/C/C.aug-cc-pV6Z-RI.cfour
C,6,recipes/C/ccECP,C.aug-cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVDZ,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-RI,-ccECP,C:aug-cc-pVDZ-RI-ccECP,34,34,f,s12 p10 d9 f3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/C/C.aug-cc-pVDZ-RI.cfour
C,6,recipes/C/ccECP,C.aug-cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVQZ,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-RI,-ccECP,C:aug-cc-pVQZ-RI-ccECP,50,50,h,s12 p12 d11 f6 g5 h4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/C/C.aug-cc-pVQZ-RI.cfour
C,6,recipes/C/ccECP,C.aug-cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVTZ,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-RI,-ccECP,C:aug-cc-pVTZ-RI-ccECP,42,42,g,s12 p11 d10 f5 g4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/C/C.aug-cc-pVTZ-RI.cfour
C,6,recipes/C/ccECP,C.cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,extra,ccECP,cc-pV5Z,cc-pV5Z,cc-pV5Z-RI-ccECP,-RI,-ccECP,C:cc-pV5Z-RI-ccECP,50,50,i,s12 p12 d11 f5 g4 h3 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/C/C.cc-pV5Z-RI.cfour
C,6,recipes/C/ccECP,C.cc-pV6Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV6Z,cc-pV6Z,cc-pV6Z-RI-ccECP,-RI,-ccECP,C:cc-pV6Z-RI-ccECP,59,59,k,s12 p12 d11 f6 g6 h5 i4 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/C/C.cc-pV6Z-RI.cfour
C,6,recipes/C/ccECP,C.cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,extra,ccECP,cc-pVDZ,cc-pVDZ,cc-pVDZ-RI-ccECP,-RI,-ccECP,C:cc-pVDZ-RI-ccECP,33,33,f,s12 p10 d9 f2,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/C/C.cc-pVDZ-RI.cfour
C,6,recipes/C/ccECP,C.cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,extra,ccECP,cc-pVQZ,cc-pVQZ,cc-pVQZ-RI-ccECP,-RI,-ccECP,C:cc-pVQZ-RI-ccECP,47,47,h,s12 p12 d11 f5 g4 h3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/C/C.cc-pVQZ-RI.cfour
C,6,recipes/C/ccECP,C.cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,extra,ccECP,cc-pVTZ,cc-pVTZ,cc-pVTZ-RI-ccECP,-RI,-ccECP,C:cc-pVTZ-RI-ccECP,40,40,g,s12 p11 d10 f4 g3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/C/C.cc-pVTZ-RI.cfour
Ca,20,recipes/Ca/ccECP,Ca.aug-cc-pCV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pCV5Z,aug-cc-pCV5Z,aug-cc-pCV5Z-RI-ccECP,-RI,-ccECP,Ca:aug-cc-pCV5Z-RI-ccECP,94,94,k,s17 p17 d17 f11 g11 h8 i7 k6,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ca/Ca.aug-cc-pCV5Z-RI.cfour
